,method,num_processes,simulation_run,timestamp,process,l,status,case_id,activity,data,resource,end_time,cycle_time
1404,RLRAM,2,0,175.6037579,p_1,0.5,running,131,1_check_budget_approval,,1X_SHARED,175.8454629,
1405,RLRAM,2,0,175.626953,p_1,0.5,START,136,1_start,"{'1_approval_flow': '1_submit_request', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
1406,RLRAM,2,0,175.7577063,p_1,0.5,running,127,1_supervisor_approve,,X_SHARED,175.7680578,
1407,RLRAM,2,0,175.7680578,p_1,0.5,running,127,1_handle_payment,,X_SHARED,176.8284596,
1408,RLRAM,2,0,175.8454629,p_1,0.5,gateway,131,1_XOR_budget_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
1409,RLRAM,2,0,175.9913682,p_2,0.5,gateway,128,2_XOR_admin_decision,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
1410,RLRAM,2,0,175.9913682,p_1,0.5,running,131,1_supervisor_approve,,1supervisor1,176.1297682,
1411,RLRAM,2,0,176.5822671,p_1,0.5,running,131,1_handle_payment,,12accounting0,177.7548939,
1412,RLRAM,2,0,176.5822671,p_1,0.5,running,134,1_check_request,,12admin1,177.2061403,
1413,RLRAM,2,0,176.5822671,p_1,0.5,running,135,1_submit_request,,1employee1,177.1059178,
1414,RLRAM,2,0,176.8284596,p_1,0.5,gateway,127,1_XOR_payment_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
1415,RLRAM,2,0,176.8284596,p_1,0.5,COMPLETE,127,1_END,,,,9.032612096
1416,RLRAM,2,0,177.1059178,p_1,0.5,running,136,1_submit_request,,1employee1,178.0178431,
1417,RLRAM,2,0,177.1059178,p_1,0.5,running,135,1_check_request,,1X_SHARED,177.4411516,
1418,RLRAM,2,0,177.1902043,p_2,0.5,running,133,2_submit_request,,1employee,178.5137057,
1419,RLRAM,2,0,177.1902043,p_2,0.5,running,132,2_check_request,,X_SHARED,179.7318592,
1420,RLRAM,2,0,177.2061403,p_1,0.5,gateway,134,1_XOR_admin_decision,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
1421,RLRAM,2,0,177.2863561,p_1,0.5,START,137,1_start,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_END'}",,,
1422,RLRAM,2,0,177.2863561,p_1,0.5,running,134,1_check_budget_approval,,12admin0,177.8239461,
1423,RLRAM,2,0,177.3906677,p_2,0.5,gateway,130,2_XOR_admin_decision,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
1424,RLRAM,2,0,177.4057052,p_1,0.5,gateway,123,1_XOR_budget_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
1425,RLRAM,2,0,177.4057052,p_1,0.5,running,123,1_supervisor_approve,,1supervisor1,178.2539669,
1426,RLRAM,2,0,177.4057052,p_2,0.5,running,130,2_check_budget_approval,,112admin1,178.9330006,
1427,RLRAM,2,0,177.4411516,p_1,0.5,gateway,135,1_XOR_admin_decision,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_END'}",,,
1428,RLRAM,2,0,177.4411516,p_1,0.5,running,135,1_check_budget_approval,,1X_SHARED,177.6970291,
1429,RLRAM,2,0,177.6970291,p_1,0.5,gateway,135,1_XOR_budget_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_END'}",,,
1430,RLRAM,2,0,177.7548939,p_1,0.5,gateway,131,1_XOR_payment_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
1431,RLRAM,2,0,177.7548939,p_1,0.5,COMPLETE,131,1_END,,,,4.785922282
1432,RLRAM,2,0,177.8239461,p_1,0.5,gateway,134,1_XOR_budget_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
1433,RLRAM,2,0,177.8239461,p_1,0.5,running,134,1_budget_approve,,1budget_owner1,178.4454848,
1434,RLRAM,2,0,178.0178431,p_2,0.5,running,128,2_submit_request,,1employee1,178.0950985,
1435,RLRAM,2,0,178.0178431,p_1,0.5,running,136,1_check_request,,12admin1,179.0144432,
1436,RLRAM,2,0,178.0178431,p_1,0.5,running,129,1_handle_payment,,12accounting0,178.2218348,
1437,RLRAM,2,0,178.0950985,p_1,0.5,running,137,1_submit_request,,1employee1,178.6900716,
1438,RLRAM,2,0,178.0950985,p_1,0.5,running,135,1_supervisor_approve,,1supervisor2,178.9401169,
1439,RLRAM,2,0,178.2218348,p_1,0.5,gateway,129,1_XOR_payment_check,"{'1_approval_flow': '1_submit_request', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_END'}",,,
1440,RLRAM,2,0,178.2218348,p_1,0.5,COMPLETE,129,1_END,,,,8.667978257
1441,RLRAM,2,0,178.4454848,p_1,0.5,running,123,1_handle_payment,,12accounting0,178.9649897,
1442,RLRAM,2,0,178.4454848,p_1,0.5,running,134,1_supervisor_approve,,1supervisor1,178.8829241,
1443,RLRAM,2,0,178.6900716,p_1,0.5,running,137,1_check_request,,1X_SHARED,179.3512844,
1444,RLRAM,2,0,178.9330006,p_2,0.5,gateway,130,2_XOR_budget_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
1445,RLRAM,2,0,178.9330006,p_2,0.5,running,128,2_check_request,,112admin0,179.2318943,
1446,RLRAM,2,0,178.9330006,p_2,0.5,running,130,2_budget_approve,,1budget_owner2,180.2455354,
1447,RLRAM,2,0,178.9649897,p_1,0.5,gateway,123,1_XOR_payment_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
1448,RLRAM,2,0,178.9649897,p_1,0.5,running,134,1_handle_payment,,12accounting0,181.2501616,
1449,RLRAM,2,0,178.9649897,p_1,0.5,COMPLETE,123,1_END,,,,15.8052277
1450,RLRAM,2,0,179.0144432,p_1,0.5,gateway,136,1_XOR_admin_decision,"{'1_approval_flow': '1_submit_request', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
1451,RLRAM,2,0,179.0144432,p_2,0.5,running,133,2_check_request,,12admin1,179.9809986,
1452,RLRAM,2,0,179.2318943,p_2,0.5,gateway,128,2_XOR_admin_decision,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
1453,RLRAM,2,0,179.2318943,p_2,0.5,running,128,2_check_budget_approval,,112admin1,180.0862792,
1454,RLRAM,2,0,179.3512844,p_1,0.5,gateway,137,1_XOR_admin_decision,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_END'}",,,
1455,RLRAM,2,0,179.3512844,p_1,0.5,running,136,1_check_budget_approval,,1X_SHARED,180.3566609,
1456,RLRAM,2,0,179.3512844,p_1,0.5,running,137,1_submit_request,,1employee,179.7012781,
1457,RLRAM,2,0,179.7318592,p_2,0.5,gateway,132,2_XOR_admin_decision,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
1458,RLRAM,2,0,179.7318592,p_2,0.5,running,132,2_submit_request,,1employee,181.9357307,
1459,RLRAM,2,0,179.9809986,p_2,0.5,gateway,133,2_XOR_admin_decision,"{'2_approval_flow': '2_submit_request', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
1460,RLRAM,2,0,179.9809986,p_1,0.5,running,135,1_handle_payment,,X_SHARED,180.027346,
1461,RLRAM,2,0,179.9809986,p_1,0.5,running,137,1_check_request,,12admin1,180.4878798,
1462,RLRAM,2,0,180.027346,p_1,0.5,gateway,135,1_XOR_payment_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_END'}",,,
1463,RLRAM,2,0,180.027346,p_2,0.5,running,133,2_check_budget_approval,,X_SHARED,184.6504851,
1464,RLRAM,2,0,180.027346,p_1,0.5,COMPLETE,135,1_END,,,,4.806931277
1465,RLRAM,2,0,180.0862792,p_2,0.5,gateway,128,2_XOR_budget_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
1466,RLRAM,2,0,180.0862792,p_2,0.5,running,128,2_supervisor_approve,,1supervisor2,180.1935541,
1467,RLRAM,2,0,180.1464059,p_2,0.5,gateway,126,2_XOR_payment_check,"{'2_approval_flow': '2_submit_request', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
1468,RLRAM,2,0,180.1464059,p_2,0.5,COMPLETE,126,2_END,,,,14.12801714
1469,RLRAM,2,0,180.1935541,p_2,0.5,running,128,2_handle_payment,,12accounting1,180.2903021,
1470,RLRAM,2,0,180.2084049,p_2,0.5,START,138,2_start,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
1471,RLRAM,2,0,180.2084049,p_2,0.5,running,138,2_submit_request,,1employee1,181.1946205,
1472,RLRAM,2,0,180.2455354,p_2,0.5,running,130,2_supervisor_approve,,1supervisor2,181.0635626,
1473,RLRAM,2,0,180.2903021,p_2,0.5,gateway,128,2_XOR_payment_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
1474,RLRAM,2,0,180.2903021,p_2,0.5,COMPLETE,128,2_END,,,,11.63388449
1475,RLRAM,2,0,180.3566609,p_1,0.5,gateway,136,1_XOR_budget_check,"{'1_approval_flow': '1_submit_request', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
1476,RLRAM,2,0,180.4878798,p_1,0.5,gateway,137,1_XOR_admin_decision,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_END'}",,,
1477,RLRAM,2,0,180.4878798,p_1,0.5,running,137,1_check_budget_approval,,1X_SHARED,182.623271,
1478,RLRAM,2,0,180.496758,p_1,0.5,START,139,1_start,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
1479,RLRAM,2,0,180.7794791,p_2,0.5,START,140,2_start,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
1480,RLRAM,2,0,180.7794791,p_1,0.5,running,136,1_supervisor_approve,,1supervisor1,182.2110541,
1481,RLRAM,2,0,181.0635626,p_2,0.5,running,130,2_handle_payment,,12accounting1,181.8193115,
1482,RLRAM,2,0,181.1946205,p_1,0.5,running,139,1_submit_request,,1employee1,182.2531125,
1483,RLRAM,2,0,181.1946205,p_2,0.5,running,138,2_check_request,,12admin1,187.337451,
1484,RLRAM,2,0,181.2501616,p_1,0.5,gateway,134,1_XOR_payment_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
1485,RLRAM,2,0,181.2501616,p_1,0.5,COMPLETE,134,1_END,,,,6.79769524
1486,RLRAM,2,0,181.6978161,p_1,0.5,START,141,1_start,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_END'}",,,
1487,RLRAM,2,0,181.8193115,p_2,0.5,gateway,130,2_XOR_payment_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
1488,RLRAM,2,0,181.8193115,p_2,0.5,COMPLETE,130,2_END,,,,10.35051769
1489,RLRAM,2,0,181.855458,p_2,0.5,START,142,2_start,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
1490,RLRAM,2,0,181.9357307,p_2,0.5,running,140,2_submit_request,,1employee,181.9783027,
1491,RLRAM,2,0,181.9357307,p_2,0.5,running,132,2_check_request,,112admin0,183.3389393,
1492,RLRAM,2,0,181.9783027,p_2,0.5,running,142,2_submit_request,,1employee,183.2189089,
1493,RLRAM,2,0,182.2110541,p_1,0.5,running,136,1_handle_payment,,12accounting0,191.0193638,
1494,RLRAM,2,0,182.2531125,p_1,0.5,running,141,1_submit_request,,1employee1,183.9020607,
1495,RLRAM,2,0,182.623271,p_1,0.5,gateway,137,1_XOR_budget_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_END'}",,,
1496,RLRAM,2,0,182.623271,p_1,0.5,running,139,1_check_request,,1X_SHARED,182.6859667,
1497,RLRAM,2,0,182.623271,p_1,0.5,running,137,1_budget_approve,,1budget_owner1,183.5695988,
1498,RLRAM,2,0,182.6859667,p_1,0.5,gateway,139,1_XOR_admin_decision,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
1499,RLRAM,2,0,182.6859667,p_1,0.5,running,139,1_check_budget_approval,,1X_SHARED,183.6892991,
1500,RLRAM,2,0,183.3389393,p_2,0.5,gateway,132,2_XOR_admin_decision,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
1501,RLRAM,2,0,183.3389393,p_2,0.5,running,132,2_check_budget_approval,,112admin1,185.2277589,
1502,RLRAM,2,0,183.3389393,p_2,0.5,running,142,2_check_request,,112admin0,184.0079302,
1503,RLRAM,2,0,183.5695988,p_1,0.5,running,137,1_supervisor_approve,,1supervisor2,183.8900181,
1504,RLRAM,2,0,183.6892991,p_1,0.5,gateway,139,1_XOR_budget_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
1505,RLRAM,2,0,183.6892991,p_1,0.5,running,139,1_budget_approve,,1budget_owner2,186.0810417,
1506,RLRAM,2,0,183.8900181,p_1,0.5,running,137,1_handle_payment,,12accounting1,184.1107966,
1507,RLRAM,2,0,184.0079302,p_2,0.5,gateway,142,2_XOR_admin_decision,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
1508,RLRAM,2,0,184.0079302,p_1,0.5,running,141,1_check_request,,1X_SHARED,185.5304228,
1509,RLRAM,2,0,184.0079302,p_2,0.5,running,142,2_check_budget_approval,,12admin0,185.7173905,
1510,RLRAM,2,0,184.0079302,p_2,0.5,running,140,2_check_request,,112admin0,184.5071972,
1511,RLRAM,2,0,184.1107966,p_1,0.5,gateway,137,1_XOR_payment_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_END'}",,,
1512,RLRAM,2,0,184.1107966,p_1,0.5,COMPLETE,137,1_END,,,,6.824440471
1513,RLRAM,2,0,184.1187295,p_1,0.5,START,143,1_start,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
1514,RLRAM,2,0,184.1187295,p_1,0.5,running,143,1_submit_request,,1employee1,184.9283055,
1515,RLRAM,2,0,184.5035099,p_1,0.5,START,144,1_start,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_END'}",,,
1516,RLRAM,2,0,184.5071972,p_2,0.5,gateway,140,2_XOR_admin_decision,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
1517,RLRAM,2,0,184.5071972,p_1,0.5,running,144,1_submit_request,,1employee,186.8115463,
1518,RLRAM,2,0,184.6504851,p_2,0.5,gateway,133,2_XOR_budget_check,"{'2_approval_flow': '2_submit_request', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
1519,RLRAM,2,0,184.6504851,p_2,0.5,running,133,2_supervisor_approve,,1supervisor1,185.3748707,
1520,RLRAM,2,0,184.6504851,p_2,0.5,running,140,2_check_budget_approval,,X_SHARED,185.2664693,
1521,RLRAM,2,0,184.754129,p_2,0.5,START,145,2_start,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
1522,RLRAM,2,0,184.9283055,p_2,0.5,running,145,2_submit_request,,1employee1,185.2929184,
1523,RLRAM,2,0,185.2277589,p_2,0.5,gateway,132,2_XOR_budget_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
1524,RLRAM,2,0,185.2664693,p_2,0.5,gateway,140,2_XOR_budget_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
1525,RLRAM,2,0,185.2664693,p_2,0.5,running,132,2_supervisor_approve,,1supervisor2,187.3726443,
1526,RLRAM,2,0,185.2664693,p_2,0.5,running,140,2_budget_approve,,1budget_owner1,186.1004709,
1527,RLRAM,2,0,185.2664693,p_1,0.5,running,143,1_check_request,,112admin0,187.3484787,
1528,RLRAM,2,0,185.2929184,p_2,0.5,running,145,2_check_request,,X_SHARED,185.6148732,
1529,RLRAM,2,0,185.3236736,p_2,0.5,START,146,2_start,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
1530,RLRAM,2,0,185.3236736,p_2,0.5,running,146,2_submit_request,,1employee1,188.5872656,
1531,RLRAM,2,0,185.3748707,p_2,0.5,running,133,2_handle_payment,,12accounting1,187.8193698,
1532,RLRAM,2,0,185.5304228,p_1,0.5,gateway,141,1_XOR_admin_decision,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_END'}",,,
1533,RLRAM,2,0,185.6148732,p_2,0.5,gateway,145,2_XOR_admin_decision,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
1534,RLRAM,2,0,185.6148732,p_2,0.5,running,145,2_check_budget_approval,,X_SHARED,185.8194641,
1535,RLRAM,2,0,185.7173905,p_2,0.5,gateway,142,2_XOR_budget_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
1536,RLRAM,2,0,185.7173905,p_2,0.5,running,142,2_supervisor_approve,,1supervisor1,189.0375247,
1537,RLRAM,2,0,185.8194641,p_2,0.5,gateway,145,2_XOR_budget_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
1538,RLRAM,2,0,186.1004709,p_1,0.5,running,139,1_supervisor_approve,,X_SHARED,186.1877908,
1539,RLRAM,2,0,186.1877908,p_1,0.5,running,139,1_handle_payment,,X_SHARED,187.477266,
1540,RLRAM,2,0,186.8115463,p_2,0.5,running,145,2_supervisor_approve,,1X_SHARED,186.8591672,
1541,RLRAM,2,0,186.8591672,p_2,0.5,running,145,2_handle_payment,,1X_SHARED,187.9790193,
1542,RLRAM,2,0,187.0492425,p_1,0.5,START,147,1_start,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
1543,RLRAM,2,0,187.337451,p_2,0.5,gateway,138,2_XOR_admin_decision,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
1544,RLRAM,2,0,187.337451,p_2,0.5,running,138,2_check_budget_approval,,12admin0,188.4013339,
1545,RLRAM,2,0,187.337451,p_1,0.5,running,144,1_check_request,,12admin1,188.1207656,
1546,RLRAM,2,0,187.3484787,p_1,0.5,gateway,143,1_XOR_admin_decision,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
1547,RLRAM,2,0,187.3484787,p_1,0.5,running,147,1_submit_request,,1employee,187.6916564,
1548,RLRAM,2,0,187.3726443,p_2,0.5,running,140,2_supervisor_approve,,1supervisor2,190.9678917,
1549,RLRAM,2,0,187.477266,p_1,0.5,gateway,139,1_XOR_payment_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
1550,RLRAM,2,0,187.477266,p_1,0.5,COMPLETE,139,1_END,,,,6.980507944
1551,RLRAM,2,0,187.6916564,p_1,0.5,running,147,1_check_request,,112admin0,191.2910898,
1552,RLRAM,2,0,187.6916564,p_1,0.5,running,141,1_submit_request,,1employee,187.8102053,
1553,RLRAM,2,0,187.6916564,p_1,0.5,running,143,1_check_budget_approval,,112admin1,196.2237006,
1554,RLRAM,2,0,187.8193698,p_2,0.5,gateway,133,2_XOR_payment_check,"{'2_approval_flow': '2_submit_request', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
1555,RLRAM,2,0,187.8193698,p_2,0.5,running,132,2_handle_payment,,12accounting1,188.6529341,
1556,RLRAM,2,0,187.8193698,p_2,0.5,COMPLETE,133,2_END,,,,13.84446955
1557,RLRAM,2,0,187.9790193,p_2,0.5,gateway,145,2_XOR_payment_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_budget_approve', '3_final_payment_check': '2_END'}",,,
1558,RLRAM,2,0,187.9790193,p_1,0.5,running,141,1_check_request,,1X_SHARED,188.1849401,
1559,RLRAM,2,0,187.9790193,p_2,0.5,COMPLETE,145,2_END,,,,3.224890234
1560,RLRAM,2,0,188.1207656,p_1,0.5,gateway,144,1_XOR_admin_decision,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_END'}",,,
1561,RLRAM,2,0,188.1849401,p_1,0.5,gateway,141,1_XOR_admin_decision,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_END'}",,,
1562,RLRAM,2,0,188.1849401,p_1,0.5,running,144,1_check_budget_approval,,1X_SHARED,189.5294874,
1563,RLRAM,2,0,188.4013339,p_2,0.5,gateway,138,2_XOR_budget_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
1564,RLRAM,2,0,188.5872656,p_2,0.5,running,146,2_check_request,,12admin1,189.1773132,
1565,RLRAM,2,0,188.5872656,p_1,0.5,running,141,1_check_budget_approval,,12admin0,189.0329975,
1566,RLRAM,2,0,188.6529341,p_2,0.5,gateway,132,2_XOR_payment_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
1567,RLRAM,2,0,188.6529341,p_2,0.5,COMPLETE,132,2_END,,,,15.28448676
1568,RLRAM,2,0,189.0329975,p_1,0.5,gateway,141,1_XOR_budget_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_END'}",,,
1569,RLRAM,2,0,189.0329975,p_1,0.5,running,141,1_supervisor_approve,,X_SHARED,190.3235317,
1570,RLRAM,2,0,189.0375247,p_2,0.5,running,138,2_supervisor_approve,,1supervisor1,189.539332,
1571,RLRAM,2,0,189.0375247,p_2,0.5,running,142,2_handle_payment,,12accounting1,189.7187065,
1572,RLRAM,2,0,189.1773132,p_2,0.5,gateway,146,2_XOR_admin_decision,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
1573,RLRAM,2,0,189.5294874,p_1,0.5,gateway,144,1_XOR_budget_check,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_END'}",,,
1574,RLRAM,2,0,189.5294874,p_1,0.5,running,144,1_budget_approve,,1budget_owner2,191.9243567,
1575,RLRAM,2,0,189.7187065,p_2,0.5,gateway,142,2_XOR_payment_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
1576,RLRAM,2,0,189.7187065,p_2,0.5,running,138,2_handle_payment,,12accounting1,189.7677651,
1577,RLRAM,2,0,189.7187065,p_2,0.5,COMPLETE,142,2_END,,,,7.863248469
1578,RLRAM,2,0,189.7677651,p_2,0.5,gateway,138,2_XOR_payment_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
1579,RLRAM,2,0,189.7677651,p_2,0.5,running,146,2_check_budget_approval,,12admin0,190.2225445,
1580,RLRAM,2,0,189.7677651,p_2,0.5,COMPLETE,138,2_END,,,,9.559360269
1581,RLRAM,2,0,189.8517122,p_1,0.5,START,148,1_start,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_budget_approve', '1_final_payment_check': '1_END'}",,,
1582,RLRAM,2,0,189.8517122,p_1,0.5,running,148,1_submit_request,,1employee1,190.4516646,
1583,RLRAM,2,0,190.2225445,p_2,0.5,gateway,146,2_XOR_budget_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
1584,RLRAM,2,0,190.3235317,p_2,0.5,running,146,2_supervisor_approve,,1supervisor1,190.7102806,
1585,RLRAM,2,0,190.3235317,p_1,0.5,running,141,1_handle_payment,,12accounting1,196.8735229,
1586,RLRAM,2,0,190.4516646,p_1,0.5,running,148,1_check_request,,1X_SHARED,193.5084756,
1587,RLRAM,2,0,191.0193638,p_1,0.5,gateway,136,1_XOR_payment_check,"{'1_approval_flow': '1_submit_request', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
1588,RLRAM,2,0,191.0193638,p_1,0.5,COMPLETE,136,1_END,,,,15.39241074
1589,RLRAM,2,0,191.2910898,p_1,0.5,gateway,147,1_XOR_admin_decision,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
1590,RLRAM,2,0,191.9243567,p_2,0.5,running,146,2_handle_payment,,12accounting0,192.734853,
1591,RLRAM,2,0,191.9243567,p_1,0.5,running,144,1_supervisor_approve,,X_SHARED,193.35052,
1592,RLRAM,2,0,191.9555501,p_1,0.5,START,149,1_start,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
1593,RLRAM,2,0,191.9555501,p_1,0.5,running,149,1_submit_request,,1employee1,192.5414388,
1594,RLRAM,2,0,192.4525828,p_1,0.5,START,150,1_start,"{'1_approval_flow': '1_check_budget_approval', '1_budget_check': '1_supervisor_approve', '1_final_payment_check': '1_END'}",,,
1595,RLRAM,2,0,192.5414388,p_1,0.5,running,150,1_submit_request,,1employee1,194.7193249,
1596,RLRAM,2,0,192.5414388,p_1,0.5,running,149,1_check_request,,112admin0,193.7550355,
1597,RLRAM,2,0,192.734853,p_2,0.5,gateway,146,2_XOR_payment_check,"{'2_approval_flow': '2_check_budget_approval', '2_budget_check': '2_supervisor_approve', '3_final_payment_check': '2_END'}",,,
1598,RLRAM,2,0,192.734853,p_2,0.5,COMPLETE,146,2_END,,,,7.411179408
